id	source_japanese	target_english	target_chinese	target_vietnamese
handbook-292	被告人の判示所為は刑法199条に該当するところ、所定刑中有期懲役刑を選択し、その刑期の範囲内で被告人を懲役8年に処し、同法21条を適用して未決勾留日数中120日をその刑に算入し、押収してある刺身包丁1本(平成○○年押第○○号の1)は判示犯行の用に供した物で被告人以外の者に属しないから、同法19条1項2号、2項本文を適用してこれを没収し、訴訟費用は、刑事訴訟法181条1項ただし書を適用して被告人に負担させないこととする。	The act of the defendant that this court found comes under Article 199 of the Penal Code. After choosing imprisonment with work for a definite term among the types of punishments provided by the Article, the court sentenced the defendant to eight (8) years imprisonment with work within the period provided by said Article. Applying Article 21 of the Penal Code, 120 days of pre-sentencing detention shall be deducted from the term of said punishment. The seized kitchen knife (Seized Article No. XX-1 of XXXX), which the defendant used to commit the offense and belonged to no one other than the defendant, shall be confiscated under Article 19, paragraph (1), item 2 of the Penal Code and the main clause of paragraph (2) of the same Article. The defendant shall be exempt from payment of the court costs under the proviso clause of Article 181, paragraph (1) of the Code of Criminal Procedure. 	“被告人的判决所示行为符合刑法第199条，从所定刑罚中选择有期徒刑，在其刑期范围内判处被告人有期徒刑8年，运用同法第21条，将未决羁押天数中的120天折抵上述刑罚，已扣押的生鱼片菜刀一把(○○年押第○○号之1)是供判决所示犯罪行为用的，且不属于被告人以外的人，因此，运用同法第19条第1款第2项，第2款正文，予以没收。诉讼费用运用刑事诉讼法第181条第1款但书而不须被告人负担。”	Hành vi bị cáo mà phiên tòa này xác định được qui định trong điều khoản 199 của luật hình sự. Sau khi lựa chọn hình thức tuyên án tù giam phải lao động có thời hạn trong số những hình thức tuyên án, tòa tuyên án bị cáo 8 năm tù giam phải lao động theo thời gian điều khoản này qui định. Áp dụng điều lệ 21 của luật hình sự, 120 ngày trong số những ngày bị cáo bị tạm giam và trong thời gian phiên tòa xét xử sẽ được trừ vào số ngày bị tuyên án. Con dao làm cá sống đang do tòa giữ (vật thu giữ số XX-1 năm........) mà bị cáo đã dùng để đâm nạn nhân là vật sở hữu của bị cáo chứ không phải là ai khác, sẽ bị tịch thu chiếu theo điều lệ 19 mục 1 số 2 và điều khoản chính (điều 2) của điều lệ này thuộc luật hình sự. Bị cáo được miễn chi trả án phí theo điều khoản có điều kiện của điều lệ 181 (1) của luật hình sự. 
handbook-293	本件は、Y国国民である被告人が、定められた在留期間を越えて不法に我が国に残留したという事案である。	This is a case where the defendant, a national of Country Y, unlawfully overstayed in Japan beyond the period of permitted stay. 	本案为Y国国民的被告人超过规定的在留期限而非法居留我国的案件。	Đây là vụ án mà bị cáo là công dân của nước....... đã lưu trú bất hợp pháp tại Nhật Bản quá thời gian cho phép. 
handbook-294	被告人が我が国に不法に残留した期間が2年余りの長期であることなどに照らすと、被告人の刑事責任は重い。	In light of the circumstances including the fact that the period of illegal stay was as long as more than two years, the defendant's criminal responsibility is heavy. 	被告人非法居留我国的期间长达2年多，对照此情节，被告人的刑事责任是严重的。	Số thời gian lưu trú bất hợp pháp của bị cáo tại Nhật Bản quá thời hạn cho phép là trên 2 năm nên trách nhiệm hình sự của bị cáo rất nặng. 
handbook-295	他方で、被告人は、本件犯行について反省の態度を示し、今後は、本国に帰って、まじめな生活を送りながら、立ち直っていくことを誓っていること、被告人と生活を共にしていた婚約者が、被告人の本国で被告人と結婚して共に生活する気持ちでおり、被告人に対する寛大な処罰を訴えていることなど、被告人にとって酌むべき事情もある。	On the other hand, the defendant expressed regret concerning the commission of this crime, and promised that he/she will return to his/her home country, work hard and rehabilitate himself/herself. His/her fiancée/fiancé who lived together with him/her, has a will to lead a married life with the defendant in his/her home country and longs for a lenient punishment for him/her. These circumstances are favorable to the defendant. 	另一方面，被告人对本案的犯罪行为已表示了反省的态度，发誓回到本国以后端正生活态度，以重新做人，与被告人一起生活的未婚妻(夫)亦表示愿意在被告人的国家共同生活，并要求给予被告人宽大的处罚等，存在着一些对被告人有利的情节。	Mặt khác, việc bị cáo đã bày tỏ sự ân hận về việc phạm tội này và đã hứa sau khi trở về nước sẽ cố gắng làm việc, tự sửa đổi mình. Vị hôn thê (hôn phu) của bị cáo hiện đang sống chung đã có quyết tâm lập gia đình với bị cáo tại đất nước của bị cáo và mong được tòa khoan hồng cho tội trạng này. 
handbook-296	そこで、これらの事情を総合して主文のとおり刑を量定した。	Taking into consideration all of these circumstances, the court determined the sentence as pronounced in the main text of judgment. 	因此，综合考虑这些情节之后，量定了主文所述的刑罚。	Suy xét tổng hợp những tình huống trên, tòa quyết định mức án như đã tuyên bố trong văn bản chính thức. 
handbook-297	本件控訴の趣意は、弁護人甲作成名義<検察官乙提出>の控訴趣意書記載のとおりであり、これに対する答弁は、検察官乙作成名義<弁護人甲作成名義>の答弁書記載のとおりであるから、これらを引用する。	The point of the appeal is as stated in the Statement of Reasons for Appeal authored in the name of Defense Counsel A <submitted by Prosecutor B>. The arguments responding to the Statement of Reasons for Appeal are as stated in the Written Answer authored in the name of Prosecutor B <Defense Counsel A>. Therefore, the court cites these documents in describing the arguments. 	本案控诉的宗旨，如以辩护人甲名义作成的《检察官乙提交的控诉宗旨书所记载，对此而进行的答辩，如以检察官乙名义《辩护人甲名义》作成的答辩书所记载，在此予以引用。	Điểm kháng án đã được ghi như trong bản công bố lý do kháng án do luật sư A thực hiện (kiểm sát viên B đệ trình). Đối với bản công bố lý do kháng án (của luật sư A) kiểm sát viên đã trả lời như được ghi trong bản công bố trả lời do kiểm sát viên B thực hiện. Vì thế, tòa sẽ trích dẫn những tài liệu này. 
handbook-298	控訴趣意中量刑不当<事実誤認、訴訟手続の法令違反、理由不備>の主張(論旨)について	Regarding the improper punishment <errors in fact finding / violation of procedural laws and regulations/ insufficient reasons> among the reasons for appeal as stated in the Statement of Reasons for Appeal 	关于控诉宗旨中量刑不当《误认事实，违反诉讼程序的法令，理由不具备》的主张(论旨)。	Về những chủ trương của (điểm tranh luận chính) việc tuyên án không đúng mức (những sai phạm trong khi điều tra sự thật/việc vi phạm luật pháp và thông tư trong quá trình xét xử/những cơ sở chưa đầy đủ). 
handbook-299	所論は、要するに、被告人には、本件輸入に係る物品が覚せい剤であるとの認識がなかったのであるから、被告人にその認識があったとして覚せい剤輸入の罪の成立を認めた原判決には、判決に影響を及ぼすことが明らかな事実の誤認があるというのである。	The essence of the Statement of Reasons for Appeal is as follows: The judgment in prior instance found the defendant guilty of the import of a stimulant drug. It found that he/she had the knowledge that the material imported in this case was a stimulant drug. However, since he/she did not have such knowledge, the judgment has an error in its fact finding which apparently affected the judgment. 	(控诉的)论述中心内容如下，即被告人并没有认识到其进口的物品为兴奋剂。原判认为被告人拥有上述认识而认定其进口兴奋剂的犯罪成立，这当中存在着明显的，对判决有影响的事实误认。	Cốt lõi của bản công bố lý do kháng án như sau: bị cáo không biết là món hàng mang vào Nhật Bản là chất kích thích. Nhưng theo nguyên án thì bị cáo đã biết vật mang theo vào Nhật Bản trong trường hợp này là thuốc kích thích. Vì thế tòa đã có sai lầm trong việc làm sáng tỏ sự thật và như vậy đã ảnh hưởng đến quyết định của tòa. 
handbook-300	しかし、原判決挙示の各証拠によると、被告人は、本件に至るまで、貨物船○○の船員として約20回日本国と○○国との間を往復している者である上、○○国において船員としての教育を受けるに当たり、覚せい罪等の密輸が禁止されていることや関税関係法規等についての知識を得ていることが認められるから、覚せい剤が概ねどのような物品であるかを承知していたと推認されるところである。	However, from the pieces of evidence listed in the judgment in prior instance, this court finds that the defendant, as a mariner on the freighter __, had sailed between Country ______ and Japan some 20 times and that while receiving education as a mariner in the same country, he/she obtained knowledge about prohibition against smuggling of stimulant drugs and other knowledge of customs-related laws. Therefore, it is assumed that he/she knew what kind of substance a stimulant drug was. 	但是，根据原判例示的各项证据，可以推认以下事实。即被告人在本案之前，作为○○货船的船员大约20多次往返于日本国与○○国之间，而且于○○国理应受到作为海员的教育。因此被告人应当拥有关于禁止走私兴奋剂及海关法规的知识，并应了解兴奋剂大约是什么样的物品。	Tuy nhiên trong danh sách các chứng cớ của nguyên án, thì tòa thấy rằng bị cáo là thủy thủ trên tàu chở hàng......., đã từng đi từ nước..... đến Nhật Bản khoảng 20 lần, trong thời gian được đào tạo làm thủy thủ tại bản quốc bị cáo đã được hướng dẫn về việc nghiêm cấm buôn bán các loại chất kích thích cũng như những kiến thức khác về các luật liên quan đến hải quan. Vì thế, bị cáo phải biết đâu là loại chất kích thích. 
handbook-301	そして、このことを前提として、甲から本件物品の運搬を依頼された際の物品の運搬ないし引渡しの方法についての指示内容が極めて密行性を帯びたものであったこと、被告人は本件物品がビニール製5袋に分けられた白色の結晶状を呈した物質であることを確認していること、搬入の手段、方法が覚せい剤等を持ち込む際によく行われる典型的な隠匿運搬方法を採っていること、その他本件発覚前後の証拠隠滅工作、被告人の捜査官に対する供述の内容等記録によって認められる諸事情をも考え合わせると、本件物品が覚せい剤であるとは知らなかったという被告人の弁解は到底信用できるものではなく、本件輸入の際、被告人は本件物品が覚せい剤であるとの認識を有していたと認めるのが相当である。	Based on this assumption, the defendant's explanation that he/she did not know that the substance in question was a stimulant drug is not reliable at all in light of the following: First, at the time that the defendant was requested by A to carry the material in question, the directions given as to how to transport and deliver it had all the indications of secrecy. Second, the defendant found that the material in question was a white crystalline substance divided into five (5) vinyl bags. Third, the manner in which the material was carried into Japan is a typical undercover method common to transporting stimulant drugs and other drugs. Fourth, there are additional factors shown in the record such as attempts by the defendant to destroy the evidence before and after this case came to light and the statements given by the defendant to investigators. Therefore, it is appropriate to find that the defendant had knowledge at the time of the import in question that the substance in question was a stimulant drug. 	而且，以此为前提，在委托搬运本案物品时，甲对被告人所作的，关于物品的搬运及交接方法的指示内容带有极高的隐蔽性，被告人已确认本案物品为装在5只塑料袋里的，白色的晶体性物质，搬入的手段，方法为夹带兴奋剂时常见的，典型的隐藏搬运方法，以及案发前后湮灭证据的行为，被告人对搜查官所作的供词等记录，并综合此认定的各项情节，被告人所作的，关于不知本案物品为兴奋剂的辩解并不足以置信，可以认定被告人在进行本次进口时，已认识到本案物品为兴奋剂。	Dựa trên những lập luận này thì việc bị cáo giải thích rằng không biết vật mang theo người là chất kích thích thì không xác đáng vì những lý do sau đây: Thứ nhất, vào thời điểm mà người mang tên A nhờ bị cáo cầm theo chất đó, đã chỉ dẫn bị cáo cách vận chuyển và giao hàng, điều này cho thấy đây là chất phải dấu giếm. Thứ hai bị cáo đã xác nhận vật mang theo là một loại bột tinh thể trắng được chia thành 5 túi ni lông. Thứ ba là cách thức vật này được mang đến Nhật Bản là phương thức thường hay gặp trong việc vận chuyển các loại thuốc kích thích và các loại thuốc cấm khác. Ngoài ra là những yếu tố khác như khi trong biên bản là bị cáo đã tìm cách hủy chứng cớ trước và sau khi vụ này bị phát hiện và những lời khai của bị cáo trước những nhân viên điều tra. Vì vậy có thể nói rằng vào thời điểm mang vật này vào Nhật Bản, bị cáo đã biết đây là chất kích thích.
handbook-302	したがって、原判決がその挙示する各証拠を総合して原判示事実を認定したことは相当であり、原判決に事実誤認はないから、論旨は理由がない。	Therefore, this court finds that it was proper that the judgment in prior instance found the facts as cited therein based on the pieces of evidence as listed therein, and that there is no error in fact finding. Thus, there is no ground for appeal. 	因此，原判综合其例示的各项证据所认定的，原判所示事实是恰当的，并无事实的误认，(控诉的)论述宗旨是没有理由的。	Tòa thấy rằng những phán quyết trong nguyên án là thích hợp dựa vào những chứng cớ có được, và như vậy không phải là mắc sai lầm trong khi điều tra thực tế, cho nên không có lý do gì để kháng án. 
handbook-303	所論は、要するに、被告人を禁錮1年6月に処した原判決の量刑は重すぎて不当であるというのである。	The argument presented in this appeal in brief claims that the sentence given by the court of prior instance, one year and six months imprisonment without work, is improper in its severity. 	(控诉的)论述中心内容为原判的量刑即判处被告人禁锢1年零6个月过重失当。	Điểm cốt lõi được ghi trong bản kháng án tóm tắt là theo nguyên án thì thời hạn 1 năm và 6 tháng tù giam phải lao động là không đúng mức vì quá nặng. 
handbook-304	記録によれば、本件事故は、被告人が前車の発進に気を許し左方の安全を確認することなく発進進行した過失により、折から横断歩道上を自転車に乗って進行していた被害者に自車を衝突転倒させ死亡させたというものであって、過失及び結果の重大性にかんがみると、所論指摘の被告人に有利な事情を十分考慮しても、原判決の量刑は、その宣告時においては相当であったと認めることができる。	According to the record, the accident in this case was as follows: the defendant, while driving an automobile, hit, knocked down and caused the death of the victim who was riding a bicycle in a crosswalk, due to the defendant' s negligence in that he/she started his/her automobile and proceeded just following the start of the preceding vehicle, without confirming safety on the left. Reflecting upon the seriousness of both the negligence and the result of the accident, and even duly considering the circumstances that have been presented in favor of the defendant, sentencing of the judgment in prior instance as handed down at the time should be recognized as proper.	根据记录，本案事故是由于被告人的过失造成的，即被告人在始动汽车时只注意到前方汽车的行驶，却没有确认左方的安全，使自己的车与骑着自行车正在横穿人行道中的受害人相撞而使其颠倒并死亡。对照(被告人的)过失及结果的重大性，即使充分考虑控诉论述所指出的对被告人有利的情节，仍可认定原判的量刑在其宣告时是恰当的。	Theo hồ sơ thì tai nạn trong vụ án này như sau: vì bị cáo đã không cẩn thận xác nhận an toàn bên phía tay trái mà cứ cho xe chạy đi theo hướng trước, nên đã tông vào một người đi xe đạp trong phần đường dành riêng cho người đi bộ làm người đó ngã xuống và bị chết. Tính đến mức độ nghiêm trọng về việc bất cẩn cũng như hậu quả của tai nạn, cũng như tính ngay đến cả hoàn cảnh thuận lợi cho bị cáo thì nguyên án được phán quyết vào thời điểm đó là đúng mức. 
handbook-305	しかし、当審事実取調べの結果によれば、原判決後、被害者の遺族との間に、さらに任意保険等から....合計2000万円を支払うことで示談が成立していること、示談の成立に伴い被害感情は一層和らぎ、被害者の遺族から寛大な処分を望む旨の上申がなされるに至っていることなどの事情が認められ、これによれば、原判決の量刑は、現時点においては刑の執行を猶予しなかった点において重きに失し、これを破棄しなければ明らかに正義に反するといわなければならない。	However, according to the results of the examination of the facts by this court, the court finds that after the judgment in prior instance, a settlement was made between the victim's family and the side of the defendant and the insurance, etc. to pay a total of 20 million yen, and as the feelings of the victim's family concerning the accident were mitigated by the settlement, the victim's family hoped in writing that the court grant leniency. In recognition of these circumstances, the sentencing of the judgment in prior instance should be considered too severe, at the present time, on the point that the judgment in prior instance did not grant suspension of the execution of the sentence. It would be clearly unjust if this court did not order a reversal on that point. 	但是，根据本次审理调查事实的结果，原判后，(被告人)与受害人的遗属之间已达成从任意保险中...追加支付共计2000万日元的协议，受害感情由于该协议的达成而得以进一步的缓解。考虑到上述情节，在现阶段不得不说原判的量刑没有作出缓刑的决定过重失当，如果不予撤销是违反正义的。	Tuy nhiên, dựa trên kết quả kiểm nghiệm thực tế, tòa thấy rằng sau khi nguyên án được công bố, đã có sự giải quyết giữa gia đình nạn nhân và bị cáo, phía công ty bảo hiểm nhiệm ý....... đã trả cho gia đình nạn nhân tổng số 20.000.000 (20 triệu) yen và tinh thần của gia đình nạn nhân cũng đã tạm ổn định qua việc dàn xếp này và đã viết đơn lên tòa xin khoan hồng cho bị cáo. Trước những hoàn cảnh như vậy, tòa thấy rằng vào thời điểm này thì bản án trước quá nặng ở điểm nguyên án không cho phép bị cáo được hưởng án treo. Vì thế nếu tòa này không ra lệnh sửa đổi thì rõ ràng là không công bằng. 
handbook-306	よって、刑訴法396条により本件控訴を棄却し、刑法21条により当審における未決勾留日数中50日を原判決の刑に算入し、当審における訴訟費用は刑訴法181条1項本文を適用して被告人に負担させることとし、主文のとおり判決する。	Accordingly, this appeal is dismissed based on Article 396 of the Code of Criminal Procedure. In accordance with Article 21 of the Penal Code, 50 days of the total number of days spent in pre-sentencing detention for trial in this instance shall be deducted from the period of imprisonment imposed by the judgment in prior instance. Applying the main clause of Article 181, paragraph (1) of the Code of Criminal Procedure, this court orders the defendant to bear the court costs in this instance. Thus, the court pronounces the judgment as stated in the main text. 	因此，根据刑诉法(刑事诉讼法)第396条规定驳回本次控诉，并根据刑法第21条规定，将本次审理中未决羁押天数中的50天抵折原判刑罚，本次审理所需的诉讼费用，运用刑诉法(刑事诉讼法)第181条第1款正文规定，判由被告人负担，以此为主文所示的判决。	Chiếu theo điều lệ 396 của luật hình sự, đơn kháng án này bị bác bỏ. Chiếu theo điều lệ 21 của luật hình sự thì 50 ngày trong tổng số ngày bị tạm giam trong thời gian xét xử sẽ được trừ vào số ngày bị tù giam theo nguyên án. Áp dụng điều khoản chính của điều lệ 181 (1) của luật tố tụng hình sự, bị cáo phải trả các khoản án phí, như đã ghi trong văn bản tuyên án chính thức. 
handbook-307	よって、刑訴法397条2項により原判決を破棄し、同法400条ただし書により更に次のとおり判決する。	Therefore, the court reverses the judgment in prior instance based on Article 397, paragraph (2) of the Code of Criminal Procedure, and pronounces the judgment under the proviso clause of Article 400 of the Code as follows: 	因此，根据刑诉法(刑事诉讼法)第397条第2款规定撤销原判，并根据同法第400条但书规定进而作出以下判决。	Nay, chiếu theo điều lệ 397 (2) của luật tố tụng hình sự và theo điều khoản có điều kiện của điều lệ 400 trong luật này, tòa bác bỏ nguyên án và tuyên án như sau: 
handbook-308	原判決が認定した罪となるべき事実に原判決と同一の法令を適用(科刑上一罪の処理、刑種の選択を含む。)し、その刑期の範囲内で被告人を懲役2年10月に処し、刑法21条により原審における未決勾留日数中50日をその刑に算入し、原審及び当審における訴訟費用は刑訴法181条1項ただし書を適用して被告人に負担させないこととし、主文のとおり判決する。	The court applies the same laws and regulations as in the judgment in prior instance to the same facts constituting the crime as in the judgment in prior instance (including the application of the rule of treating plural crimes as a single crime for sentencing purpose and the choice of the type of punishment), and the court, within the range of the period of imprisonment, sentences the defendant to two years and ten months of imprisonment with work. In accordance with Article 21 of the Penal Code, 50 days of the total number of days spent in pre-sentencing detention at the court in prior instance shall be deducted from the period of said imprisonment. Applying the proviso clause of Article 181, paragraph (1) of the Code of Criminal Procedure, the court does not order the defendant to bear the court costs of the court of prior instance and this court. Thus, the court pronounces the judgments as stated in the main text. 	对于原判认定的构成犯罪的事实，运用与原判同样的法令(包括从数罪并罚的处理，刑罚种类的选择)，在该刑期的范围内判处被告人有期徒刑2年10个月，根据刑法第21条规定将原审(第一审)未决羁押天数中的50天抵折上述刑罚。原审及本次审理所需的诉讼费用，根据刑诉法(刑事诉讼法)第181条第1款但书规定，不须被告人负担，以此为主文所示的判决。	Tòa áp dụng những luật và thông tư như trong nguyên án đối với những hành vi cấu thành tội phạm như trong nguyên án (bao gồm việc áp dụng coi một loạt tội phạm là một để tuyên án và cách lựa chọn hình phạt) và trong phạm vi phạt giam, tòa tuyên án bị cáo 2 năm 10 tháng tù giam phải lao động. Chiếu theo điều lệ 21 của luật hình sự, 50 ngày trong tổng số ngày bị tạm giam và trong thời gian xét xử trong phiên tòa sơ thẩm sẽ được trừ vào thời gian thi hành án. Áp dụng điều khoản có điều kiện của điều lệ 181 (1) của luật tố tụng hình sự, bị cáo không phải trả án phí của phiên tòa sơ thẩm cũng như tại tòa phúc thẩm này. Vì thế, tòa đã tuyên án như đã công bố trong văn bản chính thức. 
handbook-309	よって、刑訴法397条1項、377条3号により原判決を破棄し、同法400条本文により本件を原裁判所である○○簡易裁判所に差し戻すこととし、主文のとおり判決する。	Therefore, in accordance with Article 397, paragraph (1) and Article 377, item (iii) of the Code of Criminal Procedure, the judgment in prior instance is reversed and the case is remanded to the ______ Summary Court, the court in prior instance, in accordance with the main clause of Article 400 of the Code of Criminal Procedure. The judgment is given as stated in the main text. 	因此，根据刑诉法(刑事诉讼法)第397条第1款，第377条第3项规定撤销原判，并以同法第400条正文将本案发回原审法院即○○简易法院，以此为主文所示的判决。	Nay, chiếu theo điều lệ 397 (1) và 377 (3) của luật tố tụng hình sự, tòa bác bỏ nguyên án theo điều kiện của điều lệ 400 trong luật này và ra phán quyết: trả vụ án này lại cho tòa tiểu hình, tức nơi xét xử vụ này. Phán quyết này được công bố như trong văn bản chính thức. 
